marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
Mercedes,Classe A,Classe A W169 (2004-2012) A 170 / A 180,A 170 / A 180 - 1.7 L,CHAÎNE,116,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W169 (2004-2012) A 200,A 200 - 2.0 L,CHAÎNE,136,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W169 (2004-2012) A 200 Turbo,A 200 Turbo - 2.0 L Turbo,CHAÎNE,193,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W169 (2004-2012) A 160 CDI,A 160 CDI - 2.0 L Diesel,CHAÎNE,82,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W169 (2004-2012) A 180 CDI,A 180 CDI - 2.0 L Diesel,CHAÎNE,109,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W169 (2004-2012) A 200 CDI,A 200 CDI - 2.0 L Diesel,CHAÎNE,140,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 160,A 160 - 1.6 L Turbo,CHAÎNE,102,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 180,A 180 - 1.6 L Turbo,CHAÎNE,122,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 200,A 200 - 1.6 L Turbo,CHAÎNE,156,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 220,A 220 - 2.0 L Turbo,CHAÎNE,184,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 250,A 250 - 2.0 L Turbo,CHAÎNE,211 - 218,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 45 AMG,A 45 AMG - 2.0 L Turbo,CHAÎNE,360 - 381,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 160D,A 160D - 1.5 L (OM607 - base Renault) Diesel,COURROIE,90,Tous les 5 ans ou 120 000 km,Tous les 5 ans ou 120 000 km,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 180D,A 180D - 1.5 L (OM607 - base Renault) Diesel,COURROIE,109,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 200D,A 200D - 1.8L - 2.1L Diesel,CHAÎNE,136,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W176 (2012-2018) A 220D,A 220D - 2.1L Diesel,CHAÎNE,170 - 177,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 160,A 160 - 1.33 L Turbo,CHAÎNE,109,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 180,A 180 - 1.33 L Turbo,CHAÎNE,136,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 200,A 200 - 1.33 L Turbo,CHAÎNE,163,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 220,A 220 - 2.0 L Turbo,CHAÎNE,190,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 250,A 250 - 2.0 L Turbo,CHAÎNE,224,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 250e,A 250e - 1.33 L + moteur électrique,CHAÎNE,218 (cumulés),-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 35 AMG,A 35 AMG - 2.0 L Turbo,CHAÎNE,306,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 45 AMG,A 45 AMG - 2.0 L Turbo,CHAÎNE,387,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 45 S AMG,A 45 S AMG - 2.0 L Turbo,CHAÎNE,421,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 160D,A 160D - 1.5 L (OM607 - base Renault) Diesel,COURROIE,95,Tous les 5 ans ou 120 000 km,Tous les 5 ans ou 120 000 km,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 180D (Renault),A 180D - 1.5 L (OM607 - base Renault) Diesel,COURROIE,116,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 180D (Mercedes),A 180D - 2.0 L (depuis 2020 - moteur Mercedes) Diesel,CHAÎNE,116,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 200D,A 200D - 2.0 L Diesel,CHAÎNE,150,-,-,mercedes-benz,classe-a
Mercedes,Classe A,Classe A W177 (2018-) A 220D,A 220D - 2.0 L Diesel,CHAÎNE,190,-,-,mercedes-benz,classe-a
Mercedes,Classe B,Classe B 1.5 W245 (2005-2011),1.5,CHAÎNE,95-193,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 1.7 W245 (2005-2011),1.7,CHAÎNE,95-193,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 2.0 Essence W245 (2005-2011),2.0 Essence,CHAÎNE,95-193,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 2.0 CDI W245 (2005-2011),2.0 CDI,CHAÎNE,109-140,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 1.6 W246 (2011-2018),1.6,CHAÎNE,122-211,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 2.0 Turbo W246 (2011-2018),2.0 Turbo,CHAÎNE,122-211,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 1.33 Turbo W247 (2019-2025),1.33 Turbo,CHAÎNE,109-224,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 2.0 W247 (2019-2025),2.0,CHAÎNE,109-224,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B B250e PHEV W247 (2019-2025),B250e PHEV,CHAÎNE,218 (système),-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 1.5 W247 (2019-2025),1.5,CHAÎNE,95-190,-,-,mercedes-benz,classe-b
Mercedes,Classe B,Classe B 2.0 Diesel W247 (2019-2025),2.0 Diesel,CHAÎNE,95-190,-,-,mercedes-benz,classe-b
Mercedes,Classe C,Classe C Essence 4 W203 (2000-2007),Essence 4,CHAÎNE,122-272,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 6 cyl W203 (2000-2007),6 cyl,CHAÎNE,122-272,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Diesel 2.1 W203 (2000-2007),Diesel 2.1,CHAÎNE,102-224,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 2.7 W203 (2000-2007),2.7,CHAÎNE,102-224,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 3.2 W203 (2000-2007),3.2,CHAÎNE,102-224,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Essence 4 W204 (2007-2014),Essence 4,CHAÎNE,156-457,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 6 W204 (2007-2014),6,CHAÎNE,156-457,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 8 cyl W204 (2007-2014),8 cyl,CHAÎNE,156-457,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Diesel 2.1 W204 (2007-2014),Diesel 2.1,CHAÎNE,120-265,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 3.0 W204 (2007-2014),3.0,CHAÎNE,120-265,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Essence 1.6 W205 (2014-2021),Essence 1.6,CHAÎNE,156-367,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 2.0 W205 (2014-2021),2.0,CHAÎNE,156-367,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 3.0 W205 (2014-2021),3.0,CHAÎNE,156-367,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Diesel 1.6 W205 (2014-2021),Diesel 1.6,CHAÎNE,122-258,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 2.0 W205 (2014-2021),2.0,CHAÎNE,122-258,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 3.0 W205 (2014-2021),3.0,CHAÎNE,122-258,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C AMG 4.0 V8 Biturbo W205 (2015-2021),AMG 4.0 V8 Biturbo,CHAÎNE,476-510,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Essence 1.5 W206 (2021-2025),Essence 1.5,CHAÎNE,170-258,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C 2.0 MHEV W206 (2021-2025),2.0 MHEV,CHAÎNE,170-258,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C AMG 2.0 P3 Hybrid W206 (2021-2025),AMG 2.0 P3 Hybrid,CHAÎNE,680 (système),-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Diesel 2.0 W206 (2021-2025),Diesel 2.0,CHAÎNE,163-265,-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C PHEV 2.0 Essence W206 (2021-2025),PHEV 2.0 Essence,CHAÎNE,313-335 (système),-,-,mercedes-benz,classe-c
Mercedes,Classe C,Classe C Diesel W206 (2021-2025),Diesel,CHAÎNE,313-335 (système),-,-,mercedes-benz,classe-c
Mercedes,Classe E,Classe E Essence 4 W211 (2002-2009),Essence 4,CHAÎNE,163-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 6 W211 (2002-2009),6,CHAÎNE,163-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 8 W211 (2002-2009),8,CHAÎNE,163-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 12 cyl W211 (2002-2009),12 cyl,CHAÎNE,163-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Diesel 2.1-3.0 W211 (2002-2009),Diesel 2.1-3.0,CHAÎNE,122-231,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Essence 1.8-5.5 W212 (2009-2016),Essence 1.8-5.5,CHAÎNE,156-585,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Diesel 2.1-3.0 W212 (2009-2016),Diesel 2.1-3.0,CHAÎNE,136-265,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Essence 2.0 W213 (2016-2023),Essence 2.0,CHAÎNE,184-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 3.0 W213 (2016-2023),3.0,CHAÎNE,184-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 4.0 W213 (2016-2023),4.0,CHAÎNE,184-612,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Diesel 2.0 W213 (2016-2023),Diesel 2.0,CHAÎNE,150-340,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 3.0 W213 (2016-2023),3.0,CHAÎNE,150-340,-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E PHEV Essence W213 (2018-2023),PHEV Essence,CHAÎNE,286-320 (système),-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Diesel W213 (2018-2023),Diesel,CHAÎNE,286-320 (système),-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E Essence 2.0 W214 (2023-2025),Essence 2.0,CHAÎNE,204-381 (ICE),-,-,mercedes-benz,classe-e
Mercedes,Classe E,Classe E 3.0 + PHEV W214 (2023-2025),3.0 + PHEV,CHAÎNE,313-381 (système),-,-,mercedes-benz,classe-e
Mercedes,Classe G,Classe G Essence W463 (2000-2018),Essence,CHAÎNE,-,-,-,mercedes-benz,classe-g
Mercedes,Classe G,Classe G Diesel W463 (2000-2018),Diesel,CHAÎNE,-,-,-,mercedes-benz,classe-g
Mercedes,Classe G,Classe G AMG W463 (2000-2018),AMG,CHAÎNE,-,-,-,mercedes-benz,classe-g
Mercedes,Classe G,Classe G 4.0 V8 AMG W463A (2018-2025),4.0 V8 AMG,CHAÎNE,286-585,-,-,mercedes-benz,classe-g
Mercedes,Classe G,Classe G 3.0 I6 W463A (2018-2025),3.0 I6,CHAÎNE,286-585,-,-,mercedes-benz,classe-g
Mercedes,Classe S,Classe S Essence 6 W220 (1998-2005),Essence 6,CHAÎNE,224-500+,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S 8 W220 (1998-2005),8,CHAÎNE,224-500+,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S 12 cyl W220 (1998-2005),12 cyl,CHAÎNE,224-500+,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Essence & Diesel W221 (2005-2013),Essence & Diesel,CHAÎNE,235-630,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Essence W222 (2013-2020),Essence,CHAÎNE,258-630,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Diesel W222 (2013-2020),Diesel,CHAÎNE,258-630,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Hybrid W222 (2013-2020),Hybrid,CHAÎNE,258-630,-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Essence W223 (2020-2025),Essence,CHAÎNE,286-510 (ICE),-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S Diesel W223 (2020-2025),Diesel,CHAÎNE,510+ (système),-,-,mercedes-benz,classe-s
Mercedes,Classe S,Classe S PHEV W223 (2020-2025),PHEV,CHAÎNE,510+ (système),-,-,mercedes-benz,classe-s
Mercedes,CLS,CLS Essence C257 (2018-2023),Essence,CHAÎNE,194-435,-,-,mercedes-benz,cls
Mercedes,CLS,CLS Diesel C257 (2018-2023),Diesel,CHAÎNE,194-435,-,-,mercedes-benz,cls
Mercedes,CLS,CLS MHEV C257 (2018-2023),MHEV,CHAÎNE,194-435,-,-,mercedes-benz,cls
Mercedes,CLS,CLS Essence W218 (2010-2018),Essence,CHAÎNE,204-585,-,-,mercedes-benz,cls
Mercedes,CLS,CLS Diesel W218 (2010-2018),Diesel,CHAÎNE,204-585,-,-,mercedes-benz,cls
Mercedes,CLS,CLS AMG W218 (2010-2018),AMG,CHAÎNE,204-585,-,-,mercedes-benz,cls
Mercedes,CLS,CLS Essence W219 (2004-2010),Essence,CHAÎNE,224-388,-,-,mercedes-benz,cls
Mercedes,CLS,CLS Diesel W219 (2004-2010),Diesel,CHAÎNE,224-388,-,-,mercedes-benz,cls
Mercedes,GLA,GLA 1.33 H247 (2020-2025),1.33,CHAÎNE,136-421,-,-,mercedes-benz,gla
Mercedes,GLA,GLA 2.0 Turbo + PHEV H247 (2020-2025),2.0 Turbo + PHEV,CHAÎNE,218 (système),-,-,mercedes-benz,gla
Mercedes,GLA,GLA 1.6 X156 (2014-2020),1.6,CHAÎNE,122-381,-,-,mercedes-benz,gla
Mercedes,GLA,GLA 2.0 Turbo X156 (2014-2020),2.0 Turbo,CHAÎNE,122-381,-,-,mercedes-benz,gla
Mercedes,GLA,GLA AMG X156 (2014-2020),AMG,CHAÎNE,122-381,-,-,mercedes-benz,gla
Mercedes,GLB,GLB 1.33 X247 (2019-2025),1.33,CHAÎNE,136-224,-,-,mercedes-benz,glb
Mercedes,GLB,GLB 2.0 Turbo X247 (2019-2025),2.0 Turbo,CHAÎNE,136-224,-,-,mercedes-benz,glb
Mercedes,GLC,GLC 2.0 X253 (2015-2022),2.0,CHAÎNE,170-510,-,-,mercedes-benz,glc
Mercedes,GLC,GLC 3.0 X253 (2015-2022),3.0,CHAÎNE,170-510,-,-,mercedes-benz,glc
Mercedes,GLC,GLC 4.0 AMG X253 (2015-2022),4.0 AMG,CHAÎNE,170-510,-,-,mercedes-benz,glc
Mercedes,GLC,GLC 2.0 + PHEV X254 (2022-2025),2.0 + PHEV,CHAÎNE,204-381 (ICE),-,-,mercedes-benz,glc
Mercedes,GLC,GLC 2.0 + PHEV X254 (2022-2025),2.0 + PHEV,CHAÎNE,313-381 (système),-,-,mercedes-benz,glc
Mercedes,GLE,GLE Essence W166 (2015-2019),Essence,CHAÎNE,204-585,-,-,mercedes-benz,gle
Mercedes,GLE,GLE Diesel W166 (2015-2019),Diesel,CHAÎNE,204-585,-,-,mercedes-benz,gle
Mercedes,GLE,GLE AMG W166 (2015-2019),AMG,CHAÎNE,204-585,-,-,mercedes-benz,gle
Mercedes,GLE,GLE Essence W167 (2019-2025),Essence,CHAÎNE,245-612,-,-,mercedes-benz,gle
Mercedes,GLE,GLE Diesel W167 (2019-2025),Diesel,CHAÎNE,320-455 (système),-,-,mercedes-benz,gle
Mercedes,GLE,GLE AMG W167 (2019-2025),AMG,CHAÎNE,320-455 (système),-,-,mercedes-benz,gle
Mercedes,GLE,GLE PHEV W167 (2019-2025),PHEV,CHAÎNE,320-455 (système),-,-,mercedes-benz,gle
Mercedes,GLS,GLS Essence X166 (2016-2019),Essence,CHAÎNE,258-585,-,-,mercedes-benz,gls
Mercedes,GLS,GLS Diesel X166 (2016-2019),Diesel,CHAÎNE,258-585,-,-,mercedes-benz,gls
Mercedes,GLS,GLS AMG X166 (2016-2019),AMG,CHAÎNE,258-585,-,-,mercedes-benz,gls
Mercedes,GLS,GLS Essence X167 (2019-2025),Essence,CHAÎNE,286-612,-,-,mercedes-benz,gls
Mercedes,GLS,GLS Diesel X167 (2019-2025),Diesel,CHAÎNE,381-- (système),-,-,mercedes-benz,gls
Mercedes,GLS,GLS AMG X167 (2019-2025),AMG,CHAÎNE,381-- (système),-,-,mercedes-benz,gls
Mercedes,GLS,GLS PHEV X167 (2019-2025),PHEV,CHAÎNE,381-- (système),-,-,mercedes-benz,gls
Mercedes,SL,SL V6 R230 (2001-2011),V6,CHAÎNE,231-612,-,-,mercedes-benz,sl
Mercedes,SL,SL V8 R230 (2001-2011),V8,CHAÎNE,231-612,-,-,mercedes-benz,sl
Mercedes,SL,SL V12 R230 (2001-2011),V12,CHAÎNE,231-612,-,-,mercedes-benz,sl
Mercedes,SL,SL V6 R231 (2012-2020),V6,CHAÎNE,306-630,-,-,mercedes-benz,sl
Mercedes,SL,SL V8 R231 (2012-2020),V8,CHAÎNE,306-630,-,-,mercedes-benz,sl
Mercedes,SL,SL AMG 4.0 V8 R232 (2022-2025),AMG 4.0 V8,CHAÎNE,381-843 (système),-,-,mercedes-benz,sl
Mercedes,SL,SL 2.0 PHEV R232 (2022-2025),2.0 PHEV,CHAÎNE,381-843 (système),-,-,mercedes-benz,sl
Mercedes,SLC,SLC 1.6T R172 (2011-2020),1.6T,CHAÎNE,156-367,-,-,mercedes-benz,slc
Mercedes,SLC,SLC 2.0T R172 (2011-2020),2.0T,CHAÎNE,156-367,-,-,mercedes-benz,slc
Mercedes,SLC,SLC 3.0 R172 (2011-2020),3.0,CHAÎNE,156-367,-,-,mercedes-benz,slc
Mercedes,SLC,SLC AMG R172 (2011-2020),AMG,CHAÎNE,156-367,-,-,mercedes-benz,slc
Mercedes,SLK,SLK 1.8K R171 (2004-2011),1.8K,CHAÎNE,163-360,-,-,mercedes-benz,slk
Mercedes,SLK,SLK 3.0 R171 (2004-2011),3.0,CHAÎNE,163-360,-,-,mercedes-benz,slk
Mercedes,SLK,SLK 3.5 R171 (2004-2011),3.5,CHAÎNE,163-360,-,-,mercedes-benz,slk
Mercedes,SLK,SLK 5.5 AMG R171 (2004-2011),5.5 AMG,CHAÎNE,163-360,-,-,mercedes-benz,slk
Mini,Cabriolet,Cabriolet 1.5 F57 (2016-2023),1.5,CHAÎNE,102-231,-,-,mini,cabriolet
Mini,Cabriolet,Cabriolet 2.0 Turbo F57 (2016-2023),2.0 Turbo,CHAÎNE,102-231,-,-,mini,cabriolet
Mini,Cabriolet,Cabriolet 1.6 16v (Tritec) R52 (2004-2008),1.6 16v (Tritec),CHAÎNE,90-115,-,-,mini,cabriolet
Mini,Cabriolet,Cabriolet 1.6 Supercharged (Tritec) R52 (2004-2008),1.6 Supercharged (Tritec),CHAÎNE,170,-,-,mini,cabriolet
Mini,Cabriolet,Cabriolet 1.6 atmo R57 (2008-2015),1.6 atmo,CHAÎNE,98-211,-,-,mini,cabriolet
Mini,Cabriolet,Cabriolet turbo (Prince) R57 (2008-2015),turbo (Prince),CHAÎNE,98-211,-,-,mini,cabriolet
Mini,Clubman,Clubman 1.5 3cyl Turbo F54 (2015-2023),1.5 3cyl Turbo,CHAÎNE,102-136,-,-,mini,clubman
Mini,Clubman,Clubman 2.0 4cyl Turbo F54 (2015-2023),2.0 4cyl Turbo,CHAÎNE,192-306,-,-,mini,clubman
Mini,Clubman,Clubman 1.6 Prince atmo R55 (2007-2014),1.6 Prince atmo,CHAÎNE,98-211,-,-,mini,clubman
Mini,Clubman,Clubman turbo R55 (2007-2014),turbo,CHAÎNE,98-211,-,-,mini,clubman
Mini,Clubman (Diesel),Clubman (Diesel) 2.0 Diesel F54 (2015-2020),2.0 Diesel,CHAÎNE,150-190,-,-,mini,clubman-diesel
Mini,Clubman (Diesel),Clubman (Diesel) 1.6 R55 (2007-2014),1.6,CHAÎNE,90-143,-,-,mini,clubman-diesel
Mini,Clubman (Diesel),Clubman (Diesel) 2.0 Diesel R55 (2007-2014),2.0 Diesel,CHAÎNE,90-143,-,-,mini,clubman-diesel
Mini,Countryman,Countryman 1.5 3cyl Turbo F60 (2017-2023),1.5 3cyl Turbo,CHAÎNE,102-136,-,-,mini,countryman
Mini,Countryman,Countryman 2.0 4cyl Turbo F60 (2017-2023),2.0 4cyl Turbo,CHAÎNE,192-306,-,-,mini,countryman
Mini,Countryman,Countryman 1.6 atmo R60 (2010-2016),1.6 atmo,CHAÎNE,98-218,-,-,mini,countryman
Mini,Countryman,Countryman turbo (Prince) R60 (2010-2016),turbo (Prince),CHAÎNE,98-218,-,-,mini,countryman
Mini,Countryman (Diesel),Countryman (Diesel) 2.0 Diesel F60 (2017-2020),2.0 Diesel,CHAÎNE,150-190,-,-,mini,countryman-diesel
Mini,Countryman (Diesel),Countryman (Diesel) 1.6 R60 (2010-2016),1.6,CHAÎNE,90-143,-,-,mini,countryman-diesel
Mini,Countryman (Diesel),Countryman (Diesel) 2.0 Diesel R60 (2010-2016),2.0 Diesel,CHAÎNE,90-143,-,-,mini,countryman-diesel
Mini,Countryman (Diesel),Countryman (Diesel) 2.0 Diesel U25 (2024-…),2.0 Diesel,CHAÎNE,150-163,-,-,mini,countryman-diesel
Mini,Countryman (ICE),Countryman (ICE) 2.0 4cyl Turbo U25 (2024-…),2.0 4cyl Turbo,CHAÎNE,170-218,-,-,mini,countryman-ice
Mini,Countryman PHEV ALL4,Countryman PHEV ALL4 1.5 Turbo + e-motor F60 (2017-2023),1.5 Turbo + e-motor,CHAÎNE,224 (système),-,-,mini,countryman-phev-all4
Mini,Coupé,Coupé 1.6 Turbo (Prince) R58 (2011-2015),1.6 Turbo (Prince),CHAÎNE,184-211,-,-,mini,coupe
Mini,Hatch 3/5p,Hatch 3/5p 1.4 R56 (2006-2013),1.4,CHAÎNE,75-120,-,-,mini,hatch-3-5p
Mini,Hatch 3/5p,Hatch 3/5p 1.6 (Prince) R56 (2006-2013),1.6 (Prince),CHAÎNE,75-120,-,-,mini,hatch-3-5p
Mini,Hatch 3/5p,Hatch 3/5p 1.6 Turbo (Prince) R56 (2006-2013),1.6 Turbo (Prince),CHAÎNE,175-211,-,-,mini,hatch-3-5p
Mini,Hatch 3/5p,Hatch 3/5p 1.6 Turbo (Prince) R56 LCI (2010-2013),1.6 Turbo (Prince),CHAÎNE,122-184-211,-,-,mini,hatch-3-5p
Mini,Hatch 3/5p (Diesel),Hatch 3/5p (Diesel) 1.6 R56 (2007-2013),1.6,CHAÎNE,90-143,-,-,mini,hatch-3-5p-diesel
Mini,Hatch 3/5p (Diesel),Hatch 3/5p (Diesel) 2.0 Diesel R56 (2007-2013),2.0 Diesel,CHAÎNE,90-143,-,-,mini,hatch-3-5p-diesel
Mini,Hatch 3p,Hatch 3p 1.6 16v (Tritec) R50 (2001-2006),1.6 16v (Tritec),CHAÎNE,90-95,-,-,mini,hatch-3p
Mini,Hatch 3p,Hatch 3p 1.6 Supercharged (Tritec) R53 (2002-2006),1.6 Supercharged (Tritec),CHAÎNE,170-218,-,-,mini,hatch-3p
Mini,Hatch 3p/5p,Hatch 3p/5p 1.5 3cyl Turbo F55/F56 (2014-2023),1.5 3cyl Turbo,CHAÎNE,102-136,-,-,mini,hatch-3p-5p
Mini,Hatch 3p/5p,Hatch 3p/5p 2.0 4cyl Turbo F55/F56 (2014-2023),2.0 4cyl Turbo,CHAÎNE,192-231,-,-,mini,hatch-3p-5p
Mini,Hatch 3p/5p (Diesel),Hatch 3p/5p (Diesel) 1.5 F55/F56 (2014-2020),1.5,CHAÎNE,95-170,-,-,mini,hatch-3p-5p-diesel
Mini,Hatch 3p/5p (Diesel),Hatch 3p/5p (Diesel) 2.0 Diesel F55/F56 (2014-2020),2.0 Diesel,CHAÎNE,95-170,-,-,mini,hatch-3p-5p-diesel
Mini,Hatch 3p/5p (ICE),Hatch 3p/5p (ICE) 1.5 3cyl Turbo F66 (2024-…),1.5 3cyl Turbo,CHAÎNE,156,-,-,mini,hatch-3p-5p-ice
Mini,Hatch 3p/5p (ICE),Hatch 3p/5p (ICE) 2.0 4cyl Turbo F66 (2024-…),2.0 4cyl Turbo,CHAÎNE,204-231,-,-,mini,hatch-3p-5p-ice
Mini,Paceman,Paceman 1.6 Turbo (Prince) R61 (2012-2016),1.6 Turbo (Prince),CHAÎNE,184-218,-,-,mini,paceman
Mini,Roadster,Roadster 1.6 Turbo (Prince) R59 (2012-2015),1.6 Turbo (Prince),CHAÎNE,184-211,-,-,mini,roadster
Mitsubishi,ASX,ASX 1.3 TCe MHEV DN (2023-…),1.3 TCe MHEV,CHAÎNE,140-160,-,-,mitsubishi,asx
Mitsubishi,ASX,ASX 1.6 Hybrid E-Tech DN (2023-…),1.6 Hybrid E-Tech,CHAÎNE,145 (système),-,-,mitsubishi,asx
Mitsubishi,ASX,ASX 1.6 PHEV E-Tech DN (2023-…),1.6 PHEV E-Tech,CHAÎNE,160-159 (système),-,-,mitsubishi,asx
Mitsubishi,ASX,ASX 1.0 TCe DN (2023-…),1.0 TCe,COURROIE,90-100,150000-180000 km,-,mitsubishi,asx
Mitsubishi,ASX,ASX 1.8 DI-D MIVEC GA0 (2010-2015),1.8 DI-D MIVEC,CHAÎNE,116-150,-,-,mitsubishi,asx
Mitsubishi,ASX,ASX 1.6 Essence GA0 (2010-2021),1.6 Essence,CHAÎNE,117,-,-,mitsubishi,asx
Mitsubishi,ASX,ASX 2.0 Essence GA0 (2019-2021),2.0 Essence,CHAÎNE,150,-,-,mitsubishi,asx
Mitsubishi,ASX (diesel PSA),ASX (diesel PSA) 1.6 DI-D (PSA DV6) GA0 (2016-2018),1.6 DI-D (PSA DV6),COURROIE,114,160000-180000 km,-,mitsubishi,asx-diesel-psa
Mitsubishi,ASX (rebadgé Captur),ASX (rebadgé Captur) 1.0T DN (2023-…),1.0T,COURROIE,90-160,-,-,mitsubishi,asx-rebadge-captur
Mitsubishi,ASX (rebadgé Captur),ASX (rebadgé Captur) 1.3T DN (2023-…),1.3T,CHAÎNE,145,-,-,mitsubishi,asx-rebadge-captur
Mitsubishi,ASX (rebadgé Captur),ASX (rebadgé Captur) 1.6 HEV DN (2023-…),1.6 HEV,CHAÎNE,160 (système),-,-,mitsubishi,asx-rebadge-captur
Mitsubishi,ASX (rebadgé Captur),ASX (rebadgé Captur) 1.6 PHEV DN (2023-…),1.6 PHEV,CHAÎNE,160 (système),-,-,mitsubishi,asx-rebadge-captur
Mitsubishi,Colt,Colt 1.1 Z30 (2004-2012),1.1,CHAÎNE,75-109,-,-,mitsubishi,colt
