slug,marque,modele,année,prix_min,prix_max,prix_moy,confidence
honda-hr-v,Honda,HR-V,2015,10030,13570,11800,100
honda-hr-v,Honda,HR-V,2006,4080,5520,4800,100
honda-hr-v,Honda,HR-V,2005,3740,5060,4400,100
honda-hr-v,Honda,HR-V,2004,3315,4485,3900,100
honda-hr-v,Honda,HR-V,2003,2975,4025,3500,100
honda-hr-v,Honda,HR-V,2002,2635,3565,3100,100
honda-hr-v,Honda,HR-V,2001,2295,3105,2700,100
honda-hr-v,Honda,HR-V,2000,2040,2760,2400,100
honda-hr-v,Honda,HR-V,1999,1870,2530,2200,100
honda-nsx,Honda,NSX,2022,199750,270250,235000,100
honda-nsx,Honda,NSX,2021,165750,224250,195000,100
honda-nsx,Honda,NSX,2020,151300,204700,178000,100
honda-nsx,Honda,NSX,2019,140250,189750,165000,100
honda-nsx,Honda,NSX,2018,129200,174800,152000,100
honda-nsx,Honda,NSX,2017,123250,166750,145000,100
honda-nsx,Honda,NSX,2016,117300,158700,138000,100
honda-prelude,Honda,Prelude,2026,40375,54625,47500,100
honda-prelude,Honda,Prelude,2025,36125,48875,42500,100
honda-prelude,Honda,Prelude,2001,10880,14720,12800,100
honda-prelude,Honda,Prelude,2000,9520,12880,11200,100
honda-prelude,Honda,Prelude,1999,8160,11040,9600,100
honda-prelude,Honda,Prelude,1998,7565,10235,8900,100
honda-prelude,Honda,Prelude,1997,7140,9660,8400,100
honda-zr-v,Honda,ZR-V,2026,37315,50485,43900,100
honda-zr-v,Honda,ZR-V,2025,33320,45080,39200,100
honda-zr-v,Honda,ZR-V,2024,29325,39675,34500,100
honda-zr-v,Honda,ZR-V,2023,26180,35420,30800,100
hyundai-i30,Hyundai,i30,2026,27625,37375,32500,100
hyundai-i30,Hyundai,i30,2025,26265,35535,30900,100
hyundai-i30,Hyundai,i30,2024,24140,32660,28400,100
hyundai-i30,Hyundai,i30,2023,21930,29670,25800,100
hyundai-i30,Hyundai,i30,2022,19720,26680,23200,100
hyundai-i30,Hyundai,i30,2021,17425,23575,20500,100
hyundai-i30,Hyundai,i30,2020,15130,20470,17800,100
hyundai-i30,Hyundai,i30,2019,12920,17480,15200,100
hyundai-i30,Hyundai,i30,2018,11390,15410,13400,100
hyundai-i30,Hyundai,i30,2017,10030,13570,11800,100
hyundai-i30,Hyundai,i30,2016,8330,11270,9800,100
hyundai-i30,Hyundai,i30,2015,7140,9660,8400,100
hyundai-i30,Hyundai,i30,2014,6120,8280,7200,100
hyundai-i30,Hyundai,i30,2013,5355,7245,6300,100
hyundai-i30,Hyundai,i30,2012,4590,6210,5400,100
hyundai-i30,Hyundai,i30,2011,3570,4830,4200,100
hyundai-i30,Hyundai,i30,2010,3060,4140,3600,100
hyundai-i30,Hyundai,i30,2009,2635,3565,3100,100
hyundai-i30,Hyundai,i30,2008,2210,2990,2600,100
hyundai-i30,Hyundai,i30,2007,1785,2415,2100,100
hyundai-i40,Hyundai,i40,2019,13090,17710,15400,100
hyundai-i40,Hyundai,i40,2018,11560,15640,13600,100
hyundai-i40,Hyundai,i40,2017,10115,13685,11900,100
hyundai-i40,Hyundai,i40,2016,8840,11960,10400,100
hyundai-i40,Hyundai,i40,2015,7565,10235,8900,100
hyundai-i40,Hyundai,i40,2014,6035,8165,7100,100
hyundai-i40,Hyundai,i40,2013,5270,7130,6200,100
hyundai-i40,Hyundai,i40,2012,4590,6210,5400,100
hyundai-i40,Hyundai,i40,2011,4080,5520,4800,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2026,48280,65320,56800,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2025,43520,58880,51200,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2024,37825,51175,44500,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2023,33065,44735,38900,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2022,29070,39330,34200,100
hyundai-ioniq-5,Hyundai,IONIQ 5,2021,25330,34270,29800,100
hyundai-ioniq-6,Hyundai,IONIQ 6,2026,46070,62330,54200,100
hyundai-ioniq-6,Hyundai,IONIQ 6,2025,41565,56235,48900,100
hyundai-ioniq-6,Hyundai,IONIQ 6,2024,35275,47725,41500,100
hyundai-ioniq-6,Hyundai,IONIQ 6,2023,29580,40020,34800,100
hyundai-ioniq-6,Hyundai,IONIQ 6,2022,26520,35880,31200,100
hyundai-ioniq-9,Hyundai,IONIQ 9,2026,70125,94875,82500,100
hyundai-ioniq-9,Hyundai,IONIQ 9,2025,57120,77280,67200,100
hyundai-kona,Hyundai,Kona,2026,32130,43470,37800,100
hyundai-kona,Hyundai,Kona,2025,28220,38180,33200,100
hyundai-kona,Hyundai,Kona,2024,25075,33925,29500,100
hyundai-kona,Hyundai,Kona,2023,21930,29670,25800,100
hyundai-kona,Hyundai,Kona,2022,19125,25875,22500,100
hyundai-kona,Hyundai,Kona,2021,17680,23920,20800,100
hyundai-kona,Hyundai,Kona,2020,15725,21275,18500,100
hyundai-kona,Hyundai,Kona,2019,13770,18630,16200,100
hyundai-kona,Hyundai,Kona,2018,12325,16675,14500,100
hyundai-kona,Hyundai,Kona,2017,11220,15180,13200,100
hyundai-santa-fe,Hyundai,Santa Fe,2026,54570,73830,64200,100
hyundai-santa-fe,Hyundai,Santa Fe,2025,50830,68770,59800,100
hyundai-santa-fe,Hyundai,Santa Fe,2024,46325,62675,54500,100
hyundai-santa-fe,Hyundai,Santa Fe,2023,38930,52670,45800,100
hyundai-santa-fe,Hyundai,Santa Fe,2022,35020,47380,41200,100
hyundai-santa-fe,Hyundai,Santa Fe,2021,31025,41975,36500,100
hyundai-santa-fe,Hyundai,Santa Fe,2020,26520,35880,31200,100
hyundai-santa-fe,Hyundai,Santa Fe,2019,21930,29670,25800,100
hyundai-santa-fe,Hyundai,Santa Fe,2018,18275,24725,21500,100
hyundai-santa-fe,Hyundai,Santa Fe,2017,15725,21275,18500,100
hyundai-santa-fe,Hyundai,Santa Fe,2016,13770,18630,16200,100
hyundai-santa-fe,Hyundai,Santa Fe,2015,11985,16215,14100,100
hyundai-santa-fe,Hyundai,Santa Fe,2014,10540,14260,12400,100
hyundai-santa-fe,Hyundai,Santa Fe,2013,9180,12420,10800,100
hyundai-santa-fe,Hyundai,Santa Fe,2012,7820,10580,9200,100
hyundai-santa-fe,Hyundai,Santa Fe,2011,6630,8970,7800,100
hyundai-santa-fe,Hyundai,Santa Fe,2010,5865,7935,6900,100
hyundai-santa-fe,Hyundai,Santa Fe,2009,5185,7015,6100,100
hyundai-santa-fe,Hyundai,Santa Fe,2008,4590,6210,5400,100
hyundai-santa-fe,Hyundai,Santa Fe,2007,4080,5520,4800,100
hyundai-santa-fe,Hyundai,Santa Fe,2006,3485,4715,4100,100
hyundai-santa-fe,Hyundai,Santa Fe,2005,2720,3680,3200,100
hyundai-santa-fe,Hyundai,Santa Fe,2004,2380,3220,2800,100
hyundai-santa-fe,Hyundai,Santa Fe,2003,2040,2760,2400,100
hyundai-santa-fe,Hyundai,Santa Fe,2002,1785,2415,2100,100
hyundai-santa-fe,Hyundai,Santa Fe,2001,1530,2070,1800,100
hyundai-santa-fe,Hyundai,Santa Fe,2000,1275,1725,1500,100
hyundai-tucson,Hyundai,Tucson,2026,40630,54970,47800,100
hyundai-tucson,Hyundai,Tucson,2025,36975,50025,43500,100
hyundai-tucson,Hyundai,Tucson,2024,33320,45080,39200,100
hyundai-tucson,Hyundai,Tucson,2023,30175,40825,35500,100
hyundai-tucson,Hyundai,Tucson,2022,27030,36570,31800,100
hyundai-tucson,Hyundai,Tucson,2021,23970,32430,28200,100
hyundai-tucson,Hyundai,Tucson,2020,19975,27025,23500,100
hyundai-tucson,Hyundai,Tucson,2019,17425,23575,20500,100
hyundai-tucson,Hyundai,Tucson,2018,15385,20815,18100,100
hyundai-tucson,Hyundai,Tucson,2017,13770,18630,16200,100
hyundai-tucson,Hyundai,Tucson,2016,12325,16675,14500,100
hyundai-tucson,Hyundai,Tucson,2015,10880,14720,12800,100
hyundai-tucson,Hyundai,Tucson,2010,4420,5980,5200,100
hyundai-tucson,Hyundai,Tucson,2009,3825,5175,4500,100
hyundai-tucson,Hyundai,Tucson,2008,3315,4485,3900,100
hyundai-tucson,Hyundai,Tucson,2007,2890,3910,3400,100
hyundai-tucson,Hyundai,Tucson,2006,2465,3335,2900,100
hyundai-tucson,Hyundai,Tucson,2005,2125,2875,2500,100
hyundai-tucson,Hyundai,Tucson,2004,1870,2530,2200,100
jaguar-xe,Jaguar,XE,2024,40375,54625,47500,100
jaguar-xe,Jaguar,XE,2023,35870,48530,42200,100
jaguar-xe,Jaguar,XE,2022,31280,42320,36800,100
jaguar-xe,Jaguar,XE,2021,26775,36225,31500,100
jaguar-xe,Jaguar,XE,2020,23120,31280,27200,100
jaguar-xe,Jaguar,XE,2019,19975,27025,23500,100
jaguar-xe,Jaguar,XE,2018,16830,22770,19800,100
jaguar-xe,Jaguar,XE,2017,14365,19435,16900,100
jaguar-xe,Jaguar,XE,2016,12325,16675,14500,100
jaguar-xe,Jaguar,XE,2015,10880,14720,12800,100
jaguar-x-type,Jaguar,X-TYPE,2009,6970,9430,8200,100
jaguar-x-type,Jaguar,X-TYPE,2008,5865,7935,6900,100
jaguar-x-type,Jaguar,X-TYPE,2007,4675,6325,5500,100
jaguar-x-type,Jaguar,X-TYPE,2006,4165,5635,4900,100
jaguar-x-type,Jaguar,X-TYPE,2005,3825,5175,4500,100
jaguar-x-type,Jaguar,X-TYPE,2004,3485,4715,4100,100
jaguar-x-type,Jaguar,X-TYPE,2003,3145,4255,3700,100
jaguar-x-type,Jaguar,X-TYPE,2002,2890,3910,3400,100
jaguar-x-type,Jaguar,X-TYPE,2001,2720,3680,3200,100
jaguar-xf,Jaguar,XF,2025,50575,68425,59500,100
jaguar-xf,Jaguar,XF,2024,45900,62100,54000,100
jaguar-xf,Jaguar,XF,2023,42075,56925,49500,100
jaguar-xf,Jaguar,XF,2022,37400,50600,44000,100
jaguar-xf,Jaguar,XF,2021,32725,44275,38500,100
jaguar-xf,Jaguar,XF,2020,27200,36800,32000,100
jaguar-xf,Jaguar,XF,2019,23375,31625,27500,100
jaguar-xf,Jaguar,XF,2018,20570,27830,24200,100
jaguar-xf,Jaguar,XF,2017,18530,25070,21800,100
jaguar-xf,Jaguar,XF,2016,16575,22425,19500,100
jaguar-xf,Jaguar,XF,2015,15130,20470,17800,100
jaguar-xf,Jaguar,XF,2014,13090,17710,15400,100
jaguar-xf,Jaguar,XF,2013,11220,15180,13200,100
jaguar-xf,Jaguar,XF,2012,9775,13225,11500,100
jaguar-xf,Jaguar,XF,2011,8330,11270,9800,100
jaguar-xf,Jaguar,XF,2010,7140,9660,8400,100
jaguar-xf,Jaguar,XF,2009,6035,8165,7100,100
jaguar-xf,Jaguar,XF,2008,5270,7130,6200,100
jaguar-xj,Jaguar,XJ,2020,54400,73600,64000,100
jaguar-xj,Jaguar,XJ,2019,50150,67850,59000,100
jaguar-xj,Jaguar,XJ,2018,44200,59800,52000,100
jaguar-xj,Jaguar,XJ,2017,38250,51750,45000,100
jaguar-xj,Jaguar,XJ,2016,33150,44850,39000,100
jaguar-xj,Jaguar,XJ,2015,28900,39100,34000,100
jaguar-xj,Jaguar,XJ,2014,25075,33925,29500,100
jaguar-xj,Jaguar,XJ,2013,22100,29900,26000,100
jaguar-xj,Jaguar,XJ,2012,19550,26450,23000,100
jaguar-xj,Jaguar,XJ,2011,17425,23575,20500,100
jaguar-xj,Jaguar,XJ,2010,15725,21275,18500,100
jaguar-xj,Jaguar,XJ,2009,13430,18170,15800,100
jaguar-xj,Jaguar,XJ,2008,12325,16675,14500,100
jaguar-xj,Jaguar,XJ,2007,11220,15180,13200,100
jaguar-xj,Jaguar,XJ,2006,10030,13570,11800,100
jaguar-xj,Jaguar,XJ,2005,8925,12075,10500,100
jaguar-xj,Jaguar,XJ,2004,8330,11270,9800,100
jaguar-xj,Jaguar,XJ,2003,7820,10580,9200,100
jaguar-xk,Jaguar,XK,2015,58225,78775,68500,100
jaguar-xk,Jaguar,XK,2014,52020,70380,61200,100
jaguar-xk,Jaguar,XK,2013,46580,63020,54800,100
jaguar-xk,Jaguar,XK,2012,42075,56925,49500,100
jaguar-xk,Jaguar,XK,2011,37570,50830,44200,100
jaguar-xk,Jaguar,XK,2010,33830,45770,39800,100
jaguar-xk,Jaguar,XK,2009,30175,40825,35500,100
jaguar-xk,Jaguar,XK,2008,24820,33580,29200,100
jaguar-xk,Jaguar,XK,2007,22780,30820,26800,100
jaguar-xk,Jaguar,XK,2006,20825,28175,24500,100
jeep-renegade,Jeep,Renegade,2026,33065,44735,38900,100
jeep-renegade,Jeep,Renegade,2025,29920,40480,35200,100
jeep-renegade,Jeep,Renegade,2024,26775,36225,31500,100
jeep-renegade,Jeep,Renegade,2023,23630,31970,27800,100
jeep-renegade,Jeep,Renegade,2022,20825,28175,24500,100
jeep-renegade,Jeep,Renegade,2021,18700,25300,22000,100
jeep-renegade,Jeep,Renegade,2020,16575,22425,19500,100
jeep-renegade,Jeep,Renegade,2019,14280,19320,16800,100
jeep-renegade,Jeep,Renegade,2018,12070,16330,14200,100
jeep-renegade,Jeep,Renegade,2017,10625,14375,12500,100
jeep-renegade,Jeep,Renegade,2016,9520,12880,11200,100
jeep-renegade,Jeep,Renegade,2015,8330,11270,9800,100
jeep-renegade,Jeep,Renegade,2014,7225,9775,8500,100
jeep-wrangler,Jeep,Wrangler,2026,79900,108100,94000,100
jeep-wrangler,Jeep,Wrangler,2025,75650,102350,89000,100
jeep-wrangler,Jeep,Wrangler,2024,69700,94300,82000,100
jeep-wrangler,Jeep,Wrangler,2023,63750,86250,75000,100
jeep-wrangler,Jeep,Wrangler,2022,58225,78775,68500,100
jeep-wrangler,Jeep,Wrangler,2021,52700,71300,62000,100
jeep-wrangler,Jeep,Wrangler,2020,45900,62100,54000,100
jeep-wrangler,Jeep,Wrangler,2019,41650,56350,49000,100
jeep-wrangler,Jeep,Wrangler,2018,38675,52325,45500,100
jeep-wrangler,Jeep,Wrangler,2017,34850,47150,41000,100
jeep-wrangler,Jeep,Wrangler,2016,32725,44275,38500,100
jeep-wrangler,Jeep,Wrangler,2015,30600,41400,36000,100
jeep-wrangler,Jeep,Wrangler,2014,28475,38525,33500,100
jeep-wrangler,Jeep,Wrangler,2013,26350,35650,31000,100
jeep-wrangler,Jeep,Wrangler,2012,25075,33925,29500,100
jeep-wrangler,Jeep,Wrangler,2011,22950,31050,27000,100
jeep-wrangler,Jeep,Wrangler,2010,21675,29325,25500,100
jeep-wrangler,Jeep,Wrangler,2009,20230,27370,23800,100
jeep-wrangler,Jeep,Wrangler,2008,19125,25875,22500,100
jeep-wrangler,Jeep,Wrangler,2007,17850,24150,21000,100
jeep-wrangler,Jeep,Wrangler,2006,23375,31625,27500,100
jeep-wrangler,Jeep,Wrangler,2005,22100,29900,26000,100
jeep-wrangler,Jeep,Wrangler,2004,21080,28520,24800,100
jeep-wrangler,Jeep,Wrangler,2003,19975,27025,23500,100
jeep-wrangler,Jeep,Wrangler,2002,18700,25300,22000,100
jeep-wrangler,Jeep,Wrangler,2001,18020,24380,21200,100
jeep-wrangler,Jeep,Wrangler,2000,17425,23575,20500,100
jeep-wrangler,Jeep,Wrangler,1999,16575,22425,19500,100
jeep-wrangler,Jeep,Wrangler,1998,15980,21620,18800,100
jeep-wrangler,Jeep,Wrangler,1997,15470,20930,18200,100
jeep-wrangler,Jeep,Wrangler,1996,14875,20125,17500,100
jeep-wrangler,Jeep,Wrangler,1995,14450,19550,17000,100
jeep-wrangler,Jeep,Wrangler,1994,13770,18630,16200,100
jeep-wrangler,Jeep,Wrangler,1993,13175,17825,15500,100
jeep-wrangler,Jeep,Wrangler,1992,12750,17250,15000,100
jeep-wrangler,Jeep,Wrangler,1991,12325,16675,14500,100
jeep-wrangler,Jeep,Wrangler,1990,12070,16330,14200,100
jeep-wrangler,Jeep,Wrangler,1989,11730,15870,13800,100
jeep-wrangler,Jeep,Wrangler,1988,11475,15525,13500,100
kia-proceed,Kia,pro_cee'd,2026,32725,44275,38500,100
kia-proceed,Kia,pro_cee'd,2025,31280,42320,36800,100
kia-proceed,Kia,pro_cee'd,2024,29070,39330,34200,100
kia-proceed,Kia,pro_cee'd,2023,27115,36685,31900,100
kia-proceed,Kia,pro_cee'd,2022,24225,32775,28500,100
kia-proceed,Kia,pro_cee'd,2021,21080,28520,24800,100
kia-proceed,Kia,pro_cee'd,2020,18020,24380,21200,100
kia-proceed,Kia,pro_cee'd,2019,15725,21275,18500,100
kia-proceed,Kia,pro_cee'd,2018,12835,17365,15100,100
kia-proceed,Kia,pro_cee'd,2017,11220,15180,13200,100
kia-proceed,Kia,pro_cee'd,2016,9775,13225,11500,100
kia-proceed,Kia,pro_cee'd,2015,8330,11270,9800,100
kia-proceed,Kia,pro_cee'd,2014,7140,9660,8400,100
kia-proceed,Kia,pro_cee'd,2013,6120,8280,7200,100
kia-proceed,Kia,pro_cee'd,2012,4590,6210,5400,100
kia-proceed,Kia,pro_cee'd,2011,3910,5290,4600,100
kia-proceed,Kia,pro_cee'd,2010,3315,4485,3900,100
kia-proceed,Kia,pro_cee'd,2009,2805,3795,3300,100
kia-proceed,Kia,pro_cee'd,2008,2380,3220,2800,100
kia-rio,Kia,Rio,2024,15130,20470,17800,100
kia-rio,Kia,Rio,2023,13770,18630,16200,100
kia-rio,Kia,Rio,2022,12580,17020,14800,100
kia-rio,Kia,Rio,2021,11390,15410,13400,100
kia-rio,Kia,Rio,2020,10115,13685,11900,100
kia-rio,Kia,Rio,2019,9010,12190,10600,100
kia-rio,Kia,Rio,2018,7990,10810,9400,100
kia-rio,Kia,Rio,2017,6970,9430,8200,100
kia-rio,Kia,Rio,2016,6205,8395,7300,100
kia-rio,Kia,Rio,2015,5610,7590,6600,100
kia-rio,Kia,Rio,2014,5015,6785,5900,100
kia-rio,Kia,Rio,2013,4505,6095,5300,100
kia-rio,Kia,Rio,2012,4080,5520,4800,100
kia-rio,Kia,Rio,2011,3570,4830,4200,100
kia-rio,Kia,Rio,2010,3060,4140,3600,100
kia-rio,Kia,Rio,2009,2635,3565,3100,100
kia-rio,Kia,Rio,2008,2295,3105,2700,100
kia-rio,Kia,Rio,2007,1955,2645,2300,100
kia-rio,Kia,Rio,2006,1615,2185,1900,100
kia-rio,Kia,Rio,2005,1360,1840,1600,100
kia-rio,Kia,Rio,2004,1190,1610,1400,100
kia-rio,Kia,Rio,2003,1020,1380,1200,100
kia-rio,Kia,Rio,2002,935,1265,1100,100
kia-rio,Kia,Rio,2001,850,1150,1000,100
kia-rio,Kia,Rio,2000,765,1035,900,100
kia-ceed,Kia,cee'd,2026,29325,39675,34500,100
kia-ceed,Kia,cee'd,2025,26520,35880,31200,100
kia-ceed,Kia,cee'd,2024,24225,32775,28500,100
kia-ceed,Kia,cee'd,2023,21930,29670,25800,100
kia-ceed,Kia,cee'd,2022,19720,26680,23200,100
kia-ceed,Kia,cee'd,2021,17425,23575,20500,100
kia-ceed,Kia,cee'd,2020,15215,20585,17900,100
kia-ceed,Kia,cee'd,2019,13430,18170,15800,100
kia-ceed,Kia,cee'd,2018,11475,15525,13500,100
kia-ceed,Kia,cee'd,2017,10030,13570,11800,100
kia-ceed,Kia,cee'd,2016,8670,11730,10200,100
kia-ceed,Kia,cee'd,2015,7565,10235,8900,100
kia-ceed,Kia,cee'd,2014,6630,8970,7800,100
kia-ceed,Kia,cee'd,2013,5865,7935,6900,100
kia-ceed,Kia,cee'd,2012,4930,6670,5800,100
kia-ceed,Kia,cee'd,2011,3825,5175,4500,100
kia-ceed,Kia,cee'd,2010,3230,4370,3800,100
kia-ceed,Kia,cee'd,2009,2635,3565,3100,100
kia-ceed,Kia,cee'd,2008,2210,2990,2600,100
kia-ceed,Kia,cee'd,2007,1870,2530,2200,100
kia-ev9,Kia,EV9,2026,70040,94760,82400,100
kia-ev9,Kia,EV9,2025,64430,87170,75800,100
kia-ev9,Kia,EV9,2024,57120,77280,67200,100
kia-ev9,Kia,EV9,2023,50575,68425,59500,100
kia-ev6,Kia,EV6,2026,47430,64170,55800,100
kia-ev6,Kia,EV6,2025,42670,57730,50200,100
kia-ev6,Kia,EV6,2024,36975,50025,43500,100
kia-ev6,Kia,EV6,2023,32130,43470,37800,100
kia-ev6,Kia,EV6,2022,27625,37375,32500,100
kia-ev6,Kia,EV6,2021,23970,32430,28200,100
kia-niro,Kia,Niro,2026,38080,51520,44800,100
kia-niro,Kia,Niro,2025,35020,47380,41200,100
kia-niro,Kia,Niro,2024,31365,42435,36900,100
kia-niro,Kia,Niro,2023,27540,37260,32400,100
kia-niro,Kia,Niro,2022,24225,32775,28500,100
kia-niro,Kia,Niro,2021,21080,28520,24800,100
kia-niro,Kia,Niro,2020,18955,25645,22300,100
kia-niro,Kia,Niro,2019,16575,22425,19500,100
kia-niro,Kia,Niro,2018,14280,19320,16800,100
kia-niro,Kia,Niro,2017,12070,16330,14200,100
kia-niro,Kia,Niro,2016,10880,14720,12800,100
kia-optima,Kia,Optima,2020,20230,27370,23800,100
kia-optima,Kia,Optima,2019,18275,24725,21500,100
kia-optima,Kia,Optima,2018,15130,20470,17800,100
kia-optima,Kia,Optima,2017,12920,17480,15200,100
kia-optima,Kia,Optima,2016,10880,14720,12800,100
kia-optima,Kia,Optima,2015,8670,11730,10200,100
kia-optima,Kia,Optima,2014,7480,10120,8800,100
kia-optima,Kia,Optima,2013,6290,8510,7400,100
kia-optima,Kia,Optima,2012,5270,7130,6200,100
kia-picanto,Kia,Picanto,2026,16575,22425,19500,100
kia-picanto,Kia,Picanto,2025,15130,20470,17800,100
kia-picanto,Kia,Picanto,2024,13770,18630,16200,100
kia-picanto,Kia,Picanto,2023,12580,17020,14800,100
kia-picanto,Kia,Picanto,2022,11475,15525,13500,100
kia-picanto,Kia,Picanto,2021,10370,14030,12200,100
kia-picanto,Kia,Picanto,2020,9265,12535,10900,100
kia-picanto,Kia,Picanto,2019,8330,11270,9800,100
kia-picanto,Kia,Picanto,2018,7395,10005,8700,100
kia-picanto,Kia,Picanto,2017,6630,8970,7800,100
kia-picanto,Kia,Picanto,2016,5865,7935,6900,100
kia-picanto,Kia,Picanto,2015,5185,7015,6100,100
kia-picanto,Kia,Picanto,2014,4590,6210,5400,100
kia-picanto,Kia,Picanto,2013,4080,5520,4800,100
kia-picanto,Kia,Picanto,2012,3655,4945,4300,100
kia-picanto,Kia,Picanto,2011,3230,4370,3800,100
kia-picanto,Kia,Picanto,2010,2720,3680,3200,100
kia-picanto,Kia,Picanto,2009,2380,3220,2800,100
kia-picanto,Kia,Picanto,2008,2125,2875,2500,100
kia-picanto,Kia,Picanto,2007,1870,2530,2200,100
kia-picanto,Kia,Picanto,2006,1615,2185,1900,100
kia-picanto,Kia,Picanto,2005,1445,1955,1700,100
kia-picanto,Kia,Picanto,2004,1275,1725,1500,100
kia-soul,Kia,Soul,2026,31620,42780,37200,100
kia-soul,Kia,Soul,2025,30430,41170,35800,100
kia-soul,Kia,Soul,2024,27625,37375,32500,100
kia-soul,Kia,Soul,2023,24820,33580,29200,100
kia-soul,Kia,Soul,2022,21930,29670,25800,100
kia-soul,Kia,Soul,2021,19125,25875,22500,100
kia-soul,Kia,Soul,2020,16830,22770,19800,100
kia-soul,Kia,Soul,2019,14875,20125,17500,100
kia-soul,Kia,Soul,2018,11730,15870,13800,100
kia-soul,Kia,Soul,2017,10370,14030,12200,100
kia-soul,Kia,Soul,2016,9180,12420,10800,100
kia-soul,Kia,Soul,2015,7990,10810,9400,100
kia-soul,Kia,Soul,2014,6970,9430,8200,100
kia-soul,Kia,Soul,2013,5525,7475,6500,100
kia-soul,Kia,Soul,2012,4930,6670,5800,100
kia-soul,Kia,Soul,2011,4335,5865,5100,100
kia-soul,Kia,Soul,2010,3740,5060,4400,100
kia-soul,Kia,Soul,2009,3230,4370,3800,100
kia-stinger,Kia,Stinger,2023,46325,62675,54500,100
kia-stinger,Kia,Stinger,2022,41650,56350,49000,100
kia-stinger,Kia,Stinger,2021,36975,50025,43500,100
kia-stinger,Kia,Stinger,2020,29920,40480,35200,100
kia-stinger,Kia,Stinger,2019,25075,33925,29500,100
kia-stinger,Kia,Stinger,2018,21080,28520,24800,100
kia-stinger,Kia,Stinger,2017,18275,24725,21500,100
kia-sportage,Kia,Sportage,2026,36125,48875,42500,100
kia-sportage,Kia,Sportage,2025,33320,45080,39200,100
kia-sportage,Kia,Sportage,2024,30430,41170,35800,100
kia-sportage,Kia,Sportage,2023,27370,37030,32200,100
kia-sportage,Kia,Sportage,2022,24225,32775,28500,100
kia-sportage,Kia,Sportage,2021,21080,28520,24800,100
kia-sportage,Kia,Sportage,2020,18275,24725,21500,100
kia-sportage,Kia,Sportage,2019,16830,22770,19800,100
kia-sportage,Kia,Sportage,2018,15215,20585,17900,100
kia-sportage,Kia,Sportage,2017,13770,18630,16200,100
kia-sportage,Kia,Sportage,2016,12325,16675,14500,100
kia-sportage,Kia,Sportage,2015,10880,14720,12800,100
kia-sportage,Kia,Sportage,2014,9520,12880,11200,100
kia-sportage,Kia,Sportage,2013,8330,11270,9800,100
kia-sportage,Kia,Sportage,2012,7395,10005,8700,100
kia-sportage,Kia,Sportage,2011,6630,8970,7800,100
kia-sportage,Kia,Sportage,2010,5865,7935,6900,100
kia-sportage,Kia,Sportage,2009,4930,6670,5800,100
kia-sportage,Kia,Sportage,2008,4420,5980,5200,100
kia-sportage,Kia,Sportage,2007,3910,5290,4600,100
kia-sportage,Kia,Sportage,2006,3485,4715,4100,100
kia-sportage,Kia,Sportage,2005,3060,4140,3600,100
kia-sportage,Kia,Sportage,2004,2720,3680,3200,100
kia-sportage,Kia,Sportage,2003,2380,3220,2800,100
kia-sportage,Kia,Sportage,2002,2125,2875,2500,100
kia-sportage,Kia,Sportage,2001,1955,2645,2300,100
kia-sportage,Kia,Sportage,2000,1785,2415,2100,100
kia-sportage,Kia,Sportage,1999,1615,2185,1900,100
kia-sportage,Kia,Sportage,1998,1530,2070,1800,100
kia-sportage,Kia,Sportage,1997,1445,1955,1700,100
kia-sportage,Kia,Sportage,1996,1360,1840,1600,100
kia-sportage,Kia,Sportage,1995,1318,1782,1550,100
kia-sportage,Kia,Sportage,1994,1275,1725,1500,100
kia-stonic,Kia,Stonic,2026,21420,28980,25200,100
kia-stonic,Kia,Stonic,2025,19890,26910,23400,100
kia-stonic,Kia,Stonic,2024,18360,24840,21600,100
kia-stonic,Kia,Stonic,2023,16915,22885,19900,100
kia-stonic,Kia,Stonic,2022,15385,20815,18100,100
kia-stonic,Kia,Stonic,2021,13855,18745,16300,100
kia-stonic,Kia,Stonic,2020,12240,16560,14400,100
kia-stonic,Kia,Stonic,2019,10795,14605,12700,100
kia-stonic,Kia,Stonic,2018,9520,12880,11200,100
kia-stonic,Kia,Stonic,2017,8330,11270,9800,100
kia-xceed,Kia,XCeed,2026,30090,40710,35400,100
kia-xceed,Kia,XCeed,2025,27285,36915,32100,100
kia-xceed,Kia,XCeed,2024,24310,32890,28600,100
kia-xceed,Kia,XCeed,2023,21420,28980,25200,100
kia-xceed,Kia,XCeed,2022,18190,24610,21400,100
kia-xceed,Kia,XCeed,2021,16065,21735,18900,100
kia-xceed,Kia,XCeed,2020,14025,18975,16500,100
kia-xceed,Kia,XCeed,2019,12580,17020,14800,100
land-rover-range-rover,Land Rover,Range Rover,2026,199750,270250,235000,100
land-rover-range-rover,Land Rover,Range Rover,2025,182750,247250,215000,100
land-rover-range-rover,Land Rover,Range Rover,2024,163200,220800,192000,100
land-rover-range-rover,Land Rover,Range Rover,2023,142800,193200,168000,100
land-rover-range-rover,Land Rover,Range Rover,2022,123250,166750,145000,100
